Language,hand,left,right,leg/foot,to walk,road/path,to come,to turn,to swim,dirty,dust,skin,back,belly,bone,intestines,liver,breast,shoulder,"to know, be knowledgeable",to think,to fear,blood,head,neck,hair,nose,to breathe,"to sniff, smell",mouth,tooth,tongue,to laugh,to cry,to vomit,to spit,to eat,to chew,to cook,to drink,to bite,to suck,ear,to hear,eye,to see,to yawn,to sleep,to lie down,to dream,to sit,to stand,person/human being,man/male,woman/female,child,husband,wife,mother,father,house,thatch/roof,name,to say,rope,"to tie up, fasten",to sew,needle,to hunt,to shoot,"to stab, pierce",to hit,to steal,to kill,"to die, be dead","to live, be alive",to scratch,"to cut, hack",stick/wood,to split,sharp,"dull, blunt",to work,to plant,to choose,to grow,to swell,to squeeze,to hold,to dig,to buy,"to open, uncover","to pound, beat",to throw,to fall,dog,bird,egg,feather,wing,to fly,rat,meat/flesh,fat/grease,tail,snake,worm (earthworm),louse,mosquito,spider,fish,rotten,branch,leaf,root,flower,fruit,grass,earth/soil,stone,sand,water,to flow,sea,salt,lake,woods/forest,sky,moon,star,cloud,fog,rain,thunder,lightning,wind,to blow,warm,cold,dry,wet,heavy,fire,to burn,smoke,ash,black,white,red,yellow,green,small,big,short,long,thin,thick,narrow,wide,"painful, sick","shy, ashamed",old,new,good,"bad, evil","correct, true",night,day,year,when?,to hide,to climb,at,"in, inside",above,below,this,that,near,far,where?,I,thou,he/she,we,you,they,what?,who?,other,all,and,if,how?,"no, not",to count,One,Two,Three,Four,Five,Six,Seven,Eight,Nine,Ten,Twenty,Fifty,One Hundred,One Thousand
Red Gelao (Vietnam),,,,qəɯ31,,,nəŋ55,,,,u33 tu31,,,m̥o31,ma35 dua33,,tua31 tua31,,,tsi55 so55,,du35,pai31,dei35 xəɯ31,dua35 ʑi55,mi31 xəɯ31,qa35 ȵua31,,,u35 sui55,ki31 buŋ55,lu55 mlaŋ55,,,ə31,,tɕi55,ȵua31,,ʁaŋ35,,,,ŋiŋ31,la55 te55,,,,,,a55 tai31,,wei35,,,,,ma35 jua55,,,ɕi55,,,xai55,,,,(u55) li31,,,,,,,ky33,pai35,,,ma35 əu31,,,,,,,,,,zi35,,,,,,tau31,xaŋ55,ma35 la31 ɣai31,du55,mi31,tʂi31 pei35,,ma35 sa55 kue43,o35,u35 bi35,,ma35 ŋəɯ55,,mo35 to33,,,,,,,tsua55 tsua55,li55 ɣo55,,-to31,qa35 ə31,,,aŋ35,,ma35 aŋ55 ʔlaŋ55,ȵaŋ55,,,vu55,dei55,ma35 du33,ʔaŋ35 pei35,ʔaŋ35 wa31,mi55,duŋ55,,a33 xɯ31,xau31,u55 li31,tsəu31,kɯ31,dəu35 fa31 bi31,,a44 pi44,dȥaŋ55,,u55 to31,luŋ33,ua31,dei31,la55 ɯ55,,ʔja31,ʔlaŋ55,khi35,i31,la55 vu35,ka55 nən55,ɣaŋ33,,,,la55 ŋuŋ55,,i55,ɣaŋ31,,,ma35 lua55,kui31,,,la55 ta55,,aŋ35 aŋ35,a55 pha55 u55,a55 pha55 dzi55,ni33,we35,,,,i55,mən55,wei55,,,,,,,,,,,mu55,,tʂi55,sa55,tua55,pu55,a33 muŋ31,ɬuŋ55,te55,,ʂei31,,,,,
Laha (Noong Lay),pa33 ma33,baŋ42 maŋ33,baŋ42 pli243,pak24 kok24,,hon42 wa42,kau24,,lai33,,,,kɯŋ24,,,si243,tap24,na33 ɯk24,kɯŋ42,sɔ423,,ʑak33 bla33,plaat24,pam33,dʒu33,sam42,ŋat33,,dləm33,mɯl33,tuŋ42,lɛl33 ma33,,,tap24,,laŋ24,kʰɛu243,mai24,,tai24,,kʰla33,ŋɯi33,kɛn24 ta42,tɯi24,,,,,tɯt24,,,lak33 pau24,lak33 mai243,lak33 sai243,sɐi423,tʃɔ42,ɪm33,ʔai42,lon33,,pʰə33 nɐi33,,,,,blɪ33,,,,,laŋ24 pom24,tʰən33,pʰlɯn42,ɲəŋ33 an42,,,toi42,,,,,,,,,,,,tʃool42,,,,,ma423,nok24,tam42,mui33,,pɯl33,lai24,aul42,,tʃoot24,ŋa33,ŋa33 wak24,,,ŋaŋ33 au24,blaʔ42,,,klɔ42 tɐi423,,bal33,mat33,klau423,duup24,nul42,ŋai423,uŋ24,,,ɲɔ33,,kʰe33 dɔŋ24,tʰɛn42,ta33 tan24,klun33,muk33,,ʑal33,tʰɛn42 pʰɛt24,la42 lap33,wan24,hop24,,kaŋ24,kʰa24,tup24,,pɯi42,,,tʰo33,kliŋ33,ʔup24,dət24,ŋil24,,,ɲəl42,,,,,kʰap24,,,,,,ai42,koi33 hai33,,tiŋ33 kan42,wan42,pʰiŋ33,,tʰɛu42,,,ban33 kun24,nup24,,nɐi42,,kla42,klɒi33,,ʑɪl24,ma33,ka24,ɔ33,,,,,hɐn33 ta243,tiŋ33 ka24,,,,,,tʃam24,sa42,tau42,pa42,ha24,hok24,tɛt24,pɛt24,kau243,sɯp24,saau42,,tʃam33 hɔi243,
En (Nung Ven),pa212 ȵik33,paŋ332 maaŋ332,paŋ332 mjit43,pa212 ljoŋ243,,khən243,,,,,,,ʔdɛŋ54,,ʔdaak35,θi54,tap35,,,,,,ka54,,jau212,θam243,,,,θop35,,,,,,,,,,,,,ke53 ra212,,ta243,,,,,,,,,ti212 ta332,li332  wan332,lak33 pjaai332,puk35,mai212,,pa54,ta33,,,,,,,ŋaat33,,,,,,,laam212,,,,ti243,,,,,,,,,,,,,,,ȶui54,,,nok53,tam243,,,,ʔdi243 θi243,ʔau332,jau332,θət55,,,tu54,ka332 ȵaŋ212,,pa332 la212,,,,,,,,,phja243,,ʔuŋ332,,,ȵau212,,ʔdoŋ243,pət35 wa212,θin54,ʔdaau332 ʔdi243,,,,,,wan212,,,,,,,pi243,,,tu54,,li332 ʔuk35,,,,,,,,,,,,,,ke243,maan332,ʔai243,le243,,wai243,wan243,piŋ212,,,,,paŋ332 luŋ332,,paŋ332 ta243,ni54,ʔbui33,thau54,se332,,ʔbaau243,haai243,ki54,phan243 ti54,phan243 ran43,phan243 ki54,,,,,,,,le212,,ʔam332,θa243,tu243,pa243,ma33,nəm243,ʔam332 tu243,me332 ru33,wa54,θət33,,,paak35,siin35
Buyang (Yalang),ka0 ȵiə31,ka0 laau33,ka0 mat33,phau53 jɔŋ53,khiə53,qhɔn53,ʔduə53,,wa33 uə33,,ut53 muk24,ʔbɔŋ53,ka0 leŋ24,lɔŋ53,ka0 ʔdɛ53,ka0 θaai33,tap33,tsu33,thu53 ʔbɔ24,qa33,ʔdam33,ka0 maau53,qɔ33,ka0 luə31,ka0 jaan33,θam53 ma24 luə31,khe0 teŋ33,hak31 θan33,mot33,ŋuə31,tsuə53,ka0 me31,ka0 θaau53,,,kuəʔ53,ȵap33,ȵim31,,ham24,hram24,,hrau31,an53,tau53,laŋ31,haau53,a33,,wɛ31 pan53 kin53,ka0 ta33,jut53,wa31 kɔn24,le31 θa53,le31 tsaau53,lɛ31 θa53,loŋ31 po24,loŋ31 mi24,mi24 θjə53,po33 θjə53,lɔk33,,,ʔda53,ȵit31,tshat33,,ka0 tsɛ31,ȵak31 thau53,,,tɔp31,lum33,ta53,lem31,ka0 ʔdap33,,,,,θim33,,wɛ31 kɔŋ53,,le31,,kau31,,,qɔt31,mi31,ha53,tsiəʔ53,wiə24,,uui53,ɔk31,,mɔt31,,,lat31 tsaai53,,nɔt31,ka0 tsat31,lat33 ŋau31,jau31 jan24,ka0 taai53,ka0 jiə31,qhok31 khja33,lat31 lau31,,ka0 tai53,ʔdia53,tsiə53,ʔduə53,mɛ31,muə24,,pia22,ɕa33,uə24,,,,,,ʔbɔn53,hrɔŋ31 hrien24,ka0 luə31 ʔbɔn53,mɔk31 kwan53,tu53 muə31,juut31,ʔbɔn53 ka0 liə24,,wan31,,tut53,net53,,,naŋ33,pai53,,,taai33,ʔdam53,ti31 uə53,tan33 ʔdiə53,ŋaat31,ŋaau24,at33,luŋ33,taai24,hraai24,ʔdiə53,ta33 niə53,tiap33,kɯaaŋ213,,,pu24 ki53,maat31,qai53,wa53,,,tau53 wan31,piə53,,qhuə53,kjan53,an53,lia53 luə24,liə53 laɯ24,liə53 hran31,naai31,mai31,thu33,hraai24,u53 lɛ33,kjaɯ53,mɔ31,ki33,taŋ31 phɔn53,phɔn53 θaai53,phɔn53 mai31,pan33 ni31,wa31 ni31,,,,,lo24 wɛ31,la31,,ʔam33,θau53,taai53,po53,mo31,naam53,taɯ31,hraɯ31,wo33,pɔt33,θau53 pɔt33,mo31 pɔt33,pɛ53,ɕin33
Gelao (Bigong),pha13 vəɯ33,pha13 ʑe31,pha13 pəɯ31,pha13 qɔ13,xia55,vai31,məɯ31,,hua13 i55,,au55,hu13,tɔ55 khaŋ55,laŋ31,ku55 tiaŋ13,sa55,tie13,ŋau31 lau55 pu13,ka55 pəɯ31,sa55,ɕiaŋ55,ləu31,plei13,le31 ɣa31,ka55 pəɯ31,ma55 sai33,zu31 ŋuei31,tshuan33 ha33,mɔ31,su31 su13,ma55 huai33,ma55 məɯ31,sɔ33,,,ta13,khəu31,niu55,,zai13,za31,,ka13 ʑəɯ33,ʑi31,zəɯ33 zəɯ55,zai33,tai31 hɔ13 hɔ13,ŋɔ31,khəu13,tiɔ31 huai33,zɔ31,tieu31 tiaŋ13,zəɯ13,va31 hu13,va31 va55,ɭe31,pu55 sa31,va31 va55,ma55,pa31,ɣəɯ31,,,ɭa33,tia33,kai13,,ɭei31 ɭei31,tiu55 tia31,se13,,tai31,ɭe13,ʑie33,vlai31,,,,,,hɔ33 xa55,,zəɯ13 qəɯ31,,thi55,,tsuŋ55,,,na31,tɕhi31,ha33,tai31,diu31,,ŋəɯ31,ma55 nu31,zai33,vei31,,,la31,u55,nei33,kɔ55 tshe13,ŋəɯ31,ma55 tɕia13,zɔ33 ɣa31,ma55 vei31 su13 hau33,naŋ31 ŋɔ31,ɭəɯ31,,ma55,ɭe31,tshou31,ŋou55,ɭe31 va31,lu31,,qəɯ55 ʑəɯ33,ɣa31,i55,,,nɔ33,,,va31,(ma55) lɔ31 hua13,ɭa31 ɭɔ33,qa55 vəɯ13 (xəɯ13),ɭaŋ31,mi(e)31,vəɯ31 ɭaŋ31,,vai31,,daŋ31,se13,,,xi31,pia33,,,tɔ13 ie13,ɭe33,pha13 au13,ɭei31,za33,si31,tia13,tsha13,kuai13,za13,ɣi13,nəu31,xai13,xəu31,,,mi55 ʑiu55,ma33,a33,a33 ɔ33,,,ɭəɯ31 ɭəɯ13,vlei31,,nie31,a31,ie31,dəɯ55 vie13,thu55 vəɯ33,thu55 təɯ55,na33,vəɯ55,ləu55,la33,ni55 khe13,i13,məɯ31,vie13,a13 tɔ33 na33,məɯ31 na33,vie13 na33,khua31,a33 nɔ13,,,,,a55 khua31,ɔ33,,si55,səɯ31,tɔ31,pɔ31,mɔ31,nai31,thɔ31,ʑɔ31,ʑeu31,hui13,səɯ13(31) hui13 təɯ33(31),mɔ31 hui13,ɣən31,ɣe31
Gelao (Yueliangwan),pa33 mi35,mi35 ʂəu35,mi35 ʑu35,pa33 kə31,pi35,mi33 ɕuŋ35,m55,qo31 qo31,kəu31 m33,ma33 m55 dʑa55 tʂau31,,bu35 qo31,kaŋ33,,qu33 dai31,,tai31,,,su35,di35 di35,qa31 ləu35,pla31,du35 ɚ31,ʔjaŋ33 luŋ55,la31 su35,bu35 mai31,ȥaŋ33,m31,bu35 tʂi31,di31 pi35,mlɯ35,qa31 su35,,ta31,thu31,ka55,,,ȥaŋ33,tsu33,,pa31 la31 ʑi55,jəu31 hu35 ləu31,bu35 ti35,haŋ31 qai55,,ŋɯ31 qaɯ31,,,qau33,ləu31 dzɯ35,tshəɯ31,pau55 ba35,di55 mi33,la31 ʔli55,po33 ba35,mi33,a33 mei33,a33 ba35,,,mluŋ35,dȥi35,di31 tu35,,qu33 qu33,,tʂə31 pi55,,,ʔləɯ31,,zun35,plən35,pu33,,,,,tɕhi55,,,,,,,,,ɕi55,,,,,ti31,la33 m̥ 55,la33 ni21,du35,,pa31 ȥəɯ35,phu31 phu31,,a33,,di31 tʂai31,dai31 ŋɯ35,,,,,ləu35,ȥuŋ31,,dʑi55 ti35,dai31 dʑu555,la33 bi55 bi55,ma31,,,,,m55,lu33 lu33,,ȵiu55,,,du35 ȥu55,,duŋ35 dai33,mi31 sai55 tai31,mi31 sai55 tai31,mən35,,,fai31,fai31,,qa31 ȥai31,kɯ31,,ku35,pi55,pi33,ʑi33,pai31 təɯ31,tsai31 lu35,pei31 au31,plaŋ31 dai31,tɕi31 ȵi33,ɕi55 ŋu33,dai33,ʂaŋ33,ȵ̥aŋ33,dȥəɯ33,və33 və33,ni35,vuŋ35,dȥi31,,,ŋu55 i33,mi55,bi33,,,ȥi35 duŋ35,du35 vu33,plɚ55,,,,ni31,,,,ni31,bu31,ta31 lɯ33,a55 li35,ma55 naŋ33,i33,mu35,bə31,qa55 i33,,qa55 bə31,a33 tɕi55,qaŋ33 naŋ33,,,ti35,,sa55 na33,ma33 ... tʂau31,dəu33,tʂi33 (du35),sɯn35 (du35),tau55 (du35),pu55 (du35),mlən35 (du35),,,,,,,,,
Gelao (Dagouchang),mpau55,zuei31 tai21,zuei31 sue33,qɑ13,pai33,qen55,mu33,,ɔ21 əɯ55,,nta33 sui55,xɔ13 ɔ55 tɕhi55,tɑu21 la55,luŋ33,taŋ31,sai55,tɑ13,tɕi55 tɕi55,ɔ13 phɔ33,la55,təɯ31,lau55,plɔ13,lɔ13,,saŋ33,ȵtɕan13,thu55 hai33 qəɯ33 hai33,mpa31,ŋku33,pan33,phi55 tɑn33,sei55,,,tsau31,xɔ33,,,haŋ55,tɔ13,,zau55,tsaŋ31,ləu21 tau33,qɔ33,,ŋka31 ŋku13,khau13,tha33 pan33,tsuŋ31,ku33,tɕhi55,pəɯ55,mɔ21,lei31 pəɯ55,khɔ33 tau55,khɔ33 jɔ21,mɔ21,phɔ55,qe33,,,ʑu31,tshei13,ta55,,lɑn31,tshau55 tsha55,se13,,vaŋ55,len21,ven55,pen33,,,,,,tsəu33,,tha55 qəɯ33,,,,vən55,,,ɕi33,sen33,lei55,ten55,suai33 tshəu55,,mpau33,ntuŋ21,,mpan21,,,lɔ55,,nan33,tshɑn13,ŋkau55,mɔ31 hu55,ta33,tɕhi55,ŋau21 ŋe33,au55 lau33,,pha13,ntei55,ɕi33,ŋkau55 u55,mei31,lɔ33,,hrau31,mei55 əɯ33,əɯ55,,,ȵtɕəɯ33,,,zuei55,mɔ21 tsu33,lei31 tsu33,ten55 pa55,mpu31,mei33,za55 thau55,,ven55,,tau55,tsən31,,,xən33,pai33,,,ta13,laŋ33,zu13,plɔ13,ȵtɕi21,sei33,ȵɔ55,su33,nta13,tshen55,vu31,ntau55,zei13,tse31,,,tau55 kau55,mu55,ɔ33,sau55,,,mɔ21 lei33,plei33,,phən55,fɔ13,te55,lu55 lɯ55,tɑu55 hu33,tɑu55 tsen21,ni21,nu31,lau21,lai55,thɔ55 na21,i33,mu31,u33,su33 ta33,su33 mu31,su33 u33,men55 na21,xen33 na21,,,,,səu55 tsəu13,əɯ33,,si33,su33,ta33,pu33,mpu33,naŋ33,ɕi13,zua55,səɯ13,pɑn13,su33 pɑn13,mpu33 pɑn13,tɕen33,təɯ13
Tai Mene,,,khwaa4,haa1,,,,,,hëk7,,,,,duuk2,,,,,,,,lïat2,,kɔɔ4,,,,,,hɛw3,,hoo1,,,,,,,,khop6,,huu4,,,,,,,,,,kon4,pɔɔ2,,lïk7,,,,,,,,,,,,hem1,,,,,lak1,haa3,,,khiit2,,,,,puu3,viak2,,,,,,,kut6,,hoy1,,,,maa4,,say2,haw1,,,,,,,,,,,kaaw4,,,,bëë4,,,,,,,,,,,,,,,,,,,,phɛɛ3,,,,,,khoo1,,,fii4,,kwan4,,,haaw1,,,hew1,,,,,,,kew2,,kɛɛt2,,,,,,,kïn4,măŋee4,,,,hïn3,,,,,,,khëë3,,,,,,,,,,,,kop7,,,,,,,,,,,,,,,,,,,
"Kadazan Dusun of Taginambur, Kota Belud, Sabah, Malaysia",longon,gibang,wanan,gakod/lapap,mamanau,ralan,rumikot,kumilong,kumaau,oromos,soliohuk,kulit,likud,tiyan,tulang,tinai',tundu-undu',susu,lihawa,oilo,momusorou,moddosi,raha',tulu,liou,tobuk,todung,momuhobo,moningud,kabang,nipon,dila',mongirak,mihad,mongilob,momodula',makan,momonguyom,mogonsok,minum,mongokot,monosop,tolingo,mokinongou,mato,montong,monguwab,modop,lumii,mongipi,mirikau,mingkakat,tulun,kusai,tondu',tanak,sawo,sawo,tina',tapa',walai,taap,ngaran,momoros,rolu,mongogos,monombir,dalat,magasu,mamana',monobok,momobog,manakau,mamatai,matai,poimpasi,mongukut,managad,kayu,mamalapak,atarom,noinggaralan,mindahu',mananom,momili',poposuni,lumonit,mamaga',mongonggom,mongukad,momoli,mongukab,monutu,pataam,lumoho,tasu,tombolog,tontolu',hulu,talad,tumulud,tikus,tonsi,lunok,tikiu,tulanut,tonggiluwang,kutu,nondui,korut,sada',napasa',raan,roun,gamut,tusak,tuwa',sakot,tana',watu,togis,waig,lumuyung,rahat,silawon,botung dot agayo,gouton,tawan,tulan,rombituwon,hawun,hawun,rasam,tinggoron,kodumaat,tongus,monowogi',alasu',osogit,otuu,oyopos,awagat,tapui,monutud,lisun,tawu,oitom,opurak,aragang,osilou,otomou,okoro',agayo,osiriba',anaru,atandai,akapal,okikip,alaab,orualan,otingayaman,molohing,wagu,osonong,araat,otopot,totuwong,tadau,toun,soira',lumisok,mindakoi,hilo id,id suang,id sawat,id siriba',iti,ilo',id somok,id sodu',honggo,iyoho',iya',iyau,iyati',iyokoyu,iyolo',nunu,isai,suwai,koinsanai,om,ondung,poingkuro,okon,mongintob,iso',duwo,tolu,apat,limo,onom,turu',walu',siyam,hopod,duwo nohopod,limo nohopod,hatus,soribu
Wusehua (Rongshui),mu1,tso4,jau5,tɛi5 tan3,l̥i:p6,l̥an1,teŋ2,tɕyn4,wɛi4 n̥am3,jo4,tam1 tsan2,pi2,khjaŋ2 l̥aŋ1,toŋ3,kjo:k6,sai3,tap6,nɛi3,ma4,lo3,nəm3,l̥əu1,ly:t7,kjo:k6,ŋ̥o1,fe:t6 kjə:k6,neŋ1,tɕhe1,ŋwen4,tsui3,m̥en1,lin3,l̥iu1,tai3,l̥u:k6,we4,kjen1,ȵɛi4,toŋ1,ɕuk6,ŋ̥ap6,ɕuk6,l̥o1,theŋ4,pja1,lai3 l̥oŋ1,həm2 lo:k7,nun2,,ɕe5 muŋ5,naŋ5,kjyn1,hwen1,lik7 kja1,juk7 kja1 hwen1,lik7,lik7 kja1,juk6 kja1,mai5,ja1,l̥ɛn1,ti5 neŋ3,meŋ2 tsi5,kjaŋ3,sɛi1,,nau4,tɕəm1,l̥oi4 mam5,ɕa4,,kjyt6,l̥ɛk6,ka3,pjɛi1,ɕeŋ1,tse:p6,,,,tsim1,kwet7,,nam1,kjen3,wo:k7,,,,we:t6,tsy4,khai1,tɕhoŋ2,,lok6,m̥a1,n̥ok7,khjai4,phen1,tɕi5 paŋ3,fi1,nam1,mam5,poi2,mi3,taŋ5,thu3 fen3,mjan1,,paŋ5 lau1,phja1,lɛn5,mai3 hjiŋ1,hoi4,na:k6,mjok6,kwa3 tsi3,ȵ̥o3,na:m6,l̥in1,ɕwe1,n̥am3,,hai3,khjo1,hu2,,men1,ȵyt7 kuŋ1 po2,seŋ1,wen2,mok7 lu5,fen1,loi2,lui2 jap6 jap6,l̥əm1,tɕhe1,kjit6,n̥it6,hjy4,l̥am1,n̥ak6,hy1,phjau1,,l̥au4,au3,pjuk7,tan1,ŋ̥an3,ŋ̥o:t6,niŋ3,wo:k7,tam4,l̥ai1,hwaŋ1,n̥a1,hje:p6,khut6,kje:t6,,ləu3,m̥o4,li1,wɛi5,,ȵan4,pja:k6 ŋwan2,poi1,,pok7,pja2,u4,lau1,kjyn2,te3,pi5,pjan5,kjen5,khjai1,,ku1,ŋ2,mo5,lau2,su1,mo5 kjau1,ɕi3 maŋ2,nau1,,tɕyn2,wan5,jy2 kwa3,nau1 nəŋ5,pat6,ɕo3,je:t6,soŋ1,sam1,si4,ŋ̥a3,l̥ok6,tshat6,pe:t6,kjəu3,tɕəp7,ȵi5 ɕəp7,,we:k6,tshin1
Mulam (Siba),nja2,ce4,fa1,tin1 pɔ:ŋ5,tsha:m3,khwən1,taŋ1,pjan5,jau2,ʔwa5,mɣan1 tsən2,nɣa2,ʔjeu1,lɔ:ŋ2,hɣa:k7,khɣa:i3,tap,ne6,ha1,ɣɔ4,mɣø6,khɣa:n5,phɣa:t7,kɣo3,lən3,pɣam1,ka1 naŋ1,tshɔk7,ȵiu5,pa:k7,fan1,ma2,ʔai5,ȵɛ1,hɣøk7,phu1,tsa:n1,ȵ̥ai3,tuŋ1,hɣop7,ŋam5,tu:t7,khɣa1,theŋ5,mɣa1,kau5 nən6,ca:u1 ləm2,nun2,,sət8 mɔ:ŋ6,tui6,taŋ4,çən1,la:k8 ma:n3,ti6 pwa2,la:k8,kɣa:u4,ma:i4,ni4,pu4,ɣa:n2,ʔu1 ɣa:n2,ʔɣa:n1,ca:ŋ3,luk7,,hɣən5,tshəm1,lik8 na:n4,tja5,,kui5,lak8,li3,pɣai1,hui2,nip7,,,,khɣa1,ȵɛ6,,mɣa2,tøn3,fai5 lo4,,,,ʔwot7,hɣai3,khai1,tui5,,pɣø1,m̥a1,mɣɔk8,kɣəi5,pɣam1,hi5,fən3,n̥ɔ1,sik8,pəi2,kɣət7,tui2,tan4,khɣu1,,tən6 ȵɔ:ŋ2,məm6,la:n6,mai3 kwən5,fa5,ne6,hwa1,çui1,ɣɔk8,mɣan2,tui6,sa6,nəm4,,hai3,cwa1,hu2,,mən1,kɣa:ŋ1 njen2,la:k8 mɣət7,kwa3,mɔk8 lu4,kwən1,pɣa3 tin1,mən1 la:p7,ləm2,tshui1,ȵet8,ȵit7,khɣo1,hɣak7,çan1,fai1,pɣa:u3,,pu1,nam1,pa:k8,la:n3,ŋ̥a:n3,həu1,niŋ5,lo4,hɣam5,ɣa:i3,ʔwa:ŋ1,na1,ça:p7,khwa:ŋ3,cit7,,ce5,m̥ai5,ʔi1,hwa:i5,,thəu1 fe1,thəu5 fan1,mɛ1,,tsam2,pɣa2,ȵa:u6,ho3,ʔu1,te1,ni5,ka6,phɣəi5,ce1,,je6,ȵa2,ki1,hɣa:u1,sa:u1,mɔ6,wɛ4 maŋ6,nau2,,khɣa:i1,fan3,ʔi6 kɔ3,ʔi5 maŋ6,ku1,sɔ3,na:u3,ɣa2,ta:m1,ti5,ŋɔ4,lɔk8,thət7,pa:t7,cəu3,səp8,ȵi6 səp8,,pɛ:k7,thjen1
Lakkja (Liula),mie2,kjei3,wa2,kan3 thuə:i3,ʔa:m4,tsa:ŋ1,taŋ2,pan5,pok8 ŋõ:m5,wuə5,won4,pei2,kwot7 toŋ1,kja:i3,kwot7,kja:i3,tap7,nɛ:n2,kan3 wie5,hji:u3,fie:ŋ3,hɛ1,lie:t8,kjɛu1,kan3 ʔɛn1,kjom2,naŋ1,foŋ5,ŋ̥jũ:t7,tei3,wan2,wã2,hɛ̃:m3,piẽ1,jok7,phu:i1,tsen1,ŋ̥ja:i3,to3,tsen1,kat7,hĩ:p7,kan3 ja2,thɛŋ5,pla1,ʔu:i5,ma3 tei3,hep7,,pok8 hwɛ:n1 hep7,niŋ5,ju:n1,ŋjun2,lak8 kjei1,lak8 kjã:u3,nuŋ4 kjei1,lak8 kjei1,lak8 kjã:u3,pa3,pɛ5,lie:k8,lie:k8 tik7,ja:n1,tsa:ŋ3,kjei1,,kjap7,thɛm1,ʔo:m6 tu2,tsie6,,kut7,kjak8,ʔa4,plei1,ŋjɛ:u6,kjep7,,,,ti:m1,ŋjon4,,tsoŋ5,tsɛ:n3,m̥a3,,,,wɛ:t7,wei4,ha:i1,ta:p8,,ɬon5,khwõ1,mlok7,lo:m6,kjɛ:ŋ1,wie:t8,pon5,kji:u3 lie:k8,mõ:m6,pu:i2,kan3 kjie:ŋ1,ŋjie2,wĩ:n1,kjou1,,pa:ŋ4 khjo1,phla1,la:n6,tsei5 tshɛ̃5,wa1,kan1,huə1,nam5,khja:u5,nai2,fa:ŋ1,fa:ŋ1 sa1,num4,,ha:i3,kjie1,ʔu2,,ʔbon1,man4 lie:ŋ6,tau3 ʔblet7,fa3,wan4 ʔu4,fen1,toŋ4 pla3,toŋ4 jap8,jom2,tshu:i1,khja:n3,fep7,hja:u3,mɛ:t7,tsak7,pu:i1,kjom6,,plɛu4,lam1,pie:k8,ko:ŋ5,ŋ̥jiẽ6,jau2,kjai3,ʔbok7,ka3,ʔai2,wa:ŋ1,tsã1,jɛ:p8,huə:t7,tsɛ:t7,,lou4,wãi6,lai1,wa:i6,,ʔbon1 ʔblau2,tau3 wan2,pei1,,kjo1,khju:t7,ʔat7,tsak7 ʔou4,mi4,lei4,li2,lu2,tsɛn4,pa2,,tsi1,ma2,lak8,tau1,li:u3,tu6,wei6 lak7 kɛ6,nɛ4,,ʔi4 kha:i3,kap7,jak7,saŋ5 ŋjɛ:u6,hwãi1,ʔai6,in3,hou3,fa:m1,fei5,ŋo4,lok8,thet7,pa:t7,tsɛu3,tsep8,ŋĩ6 lep8,,pɛ:k7,thɛ:n1
